location_id,product_id,snapshot_date,inventory_quantity,daily_demand,inbound_quantity
location-new_york,product-1,2024-03-15,12675,775,0
location-new_york,product-1,2024-03-16,11900,775,0
location-new_york,product-1,2024-03-17,11125,775,0
location-new_york,product-1,2024-03-18,10350,775,0
location-new_york,product-1,2024-03-19,9575,775,0
location-new_york,product-1,2024-03-20,8800,775,0
location-new_york,product-1,2024-03-21,8025,775,0
location-new_york,product-1,2024-03-22,7250,775,0
location-new_york,product-1,2024-03-23,6475,775,0
location-new_york,product-1,2024-03-24,5700,775,0
location-new_york,product-1,2024-03-25,4925,775,0
location-new_york,product-1,2024-03-26,4150,775,0
location-new_york,product-1,2024-03-27,3375,775,0
location-new_york,product-1,2024-03-28,2600,775,0
location-new_york,product-1,2024-03-29,1825,775,0
location-new_york,product-1,2024-03-30,1050,775,0
location-new_york,product-1,2024-03-31,275,775,0
location-new_york,product-1,2024-04-01,0,775,0
location-new_york,product-1,2024-04-02,0,775,0
location-new_york,product-1,2024-04-03,0,775,0
location-new_york,product-1,2024-04-04,0,775,0
location-new_york,product-1,2024-04-05,0,775,0
location-new_york,product-1,2024-04-06,0,775,0
location-new_york,product-1,2024-04-07,0,775,0
location-new_york,product-1,2024-04-08,0,775,0
location-new_york,product-1,2024-04-09,0,775,0
location-new_york,product-1,2024-04-10,0,775,0
location-new_york,product-2,2024-03-12,15000,700,0
location-new_york,product-2,2024-03-13,14300,700,0
location-new_york,product-2,2024-03-14,13600,700,0
location-new_york,product-2,2024-03-15,12900,700,0
location-new_york,product-2,2024-03-16,12200,700,0
location-new_york,product-2,2024-03-17,11500,700,0
location-new_york,product-2,2024-03-18,10800,700,0
location-new_york,product-2,2024-03-19,10100,700,0
location-new_york,product-2,2024-03-20,9400,700,0
location-new_york,product-2,2024-03-21,8700,700,0
location-new_york,product-2,2024-03-22,8000,700,0
location-new_york,product-2,2024-03-23,7300,700,0
location-new_york,product-2,2024-03-24,6600,700,0
location-new_york,product-2,2024-03-25,5900,700,0
location-new_york,product-2,2024-03-26,5200,700,0
location-new_york,product-2,2024-03-27,4500,700,0
location-new_york,product-2,2024-03-28,3800,700,0
location-new_york,product-2,2024-03-29,3100,700,0
location-new_york,product-2,2024-03-30,2400,700,0
location-new_york,product-2,2024-03-31,1700,700,0
location-new_york,product-2,2024-04-01,1000,700,0
location-new_york,product-2,2024-04-02,300,700,0
location-new_york,product-2,2024-04-03,0,700,0
location-new_york,product-2,2024-04-04,0,700,0
location-new_york,product-2,2024-04-05,0,700,0
location-new_york,product-2,2024-04-06,0,700,0
location-new_york,product-2,2024-04-07,0,700,0
location-new_york,product-2,2024-04-08,0,700,0
location-new_york,product-2,2024-04-09,0,700,0
location-new_york,product-2,2024-04-10,0,700,0
location-new_york,product-3,2024-03-12,15000,323,0
location-new_york,product-3,2024-03-13,14677,323,0
location-new_york,product-3,2024-03-14,14354,323,0
location-new_york,product-3,2024-03-15,14031,323,0
location-new_york,product-3,2024-03-16,13708,323,0
location-new_york,product-3,2024-03-17,13385,323,0
location-new_york,product-3,2024-03-18,13062,323,0
location-new_york,product-3,2024-03-19,12739,323,0
location-new_york,product-3,2024-03-20,12416,323,0
location-new_york,product-3,2024-03-21,12093,323,0
location-new_york,product-3,2024-03-22,11770,323,0
location-new_york,product-3,2024-03-23,11447,323,0
location-new_york,product-3,2024-03-24,11124,323,0
location-new_york,product-3,2024-03-25,10801,323,0
location-new_york,product-3,2024-03-26,10478,323,0
location-new_york,product-3,2024-03-27,10155,323,0
location-new_york,product-3,2024-03-28,9832,323,0
location-new_york,product-3,2024-03-29,9509,323,0
location-new_york,product-3,2024-03-30,9186,323,0
location-new_york,product-3,2024-03-31,8863,323,0
location-new_york,product-3,2024-04-01,8540,323,0
location-new_york,product-3,2024-04-02,8217,323,0
location-new_york,product-3,2024-04-03,7894,323,0
location-new_york,product-3,2024-04-04,7571,323,0
location-new_york,product-3,2024-04-05,7248,323,0
location-new_york,product-3,2024-04-06,6925,323,0
location-new_york,product-3,2024-04-07,6602,323,0
location-new_york,product-3,2024-04-08,6279,323,0
location-new_york,product-3,2024-04-09,5956,323,0
location-new_york,product-3,2024-04-10,5633,323,0
location-st_louis,product-1,2024-03-12,15000,789,0
location-st_louis,product-1,2024-03-13,14211,789,0
location-st_louis,product-1,2024-03-14,13422,789,0
location-st_louis,product-1,2024-03-15,12633,789,0
location-st_louis,product-1,2024-03-16,11844,789,0
location-st_louis,product-1,2024-03-17,11055,789,0
location-st_louis,product-1,2024-03-18,10266,789,0
location-st_louis,product-1,2024-03-19,9477,789,0
location-st_louis,product-1,2024-03-20,8688,789,0
location-st_louis,product-1,2024-03-21,7899,789,0
location-st_louis,product-1,2024-03-22,7110,789,0
location-st_louis,product-1,2024-03-23,6321,789,0
location-st_louis,product-1,2024-03-24,5532,789,0
location-st_louis,product-1,2024-03-25,4743,789,0
location-st_louis,product-1,2024-03-26,3954,789,0
location-st_louis,product-1,2024-03-27,3165,789,0
location-st_louis,product-1,2024-03-28,2376,789,0
location-st_louis,product-1,2024-03-29,1587,789,0
location-st_louis,product-1,2024-03-30,798,789,0
location-st_louis,product-1,2024-03-31,9,789,0
location-st_louis,product-1,2024-04-01,0,789,0
location-st_louis,product-1,2024-04-02,0,789,0
location-st_louis,product-1,2024-04-03,0,789,0
location-st_louis,product-1,2024-04-04,0,789,0
location-st_louis,product-1,2024-04-05,0,789,0
location-st_louis,product-1,2024-04-06,0,789,0
location-st_louis,product-1,2024-04-07,0,789,0
location-st_louis,product-1,2024-04-08,0,789,0
location-st_louis,product-1,2024-04-09,0,789,0
location-st_louis,product-1,2024-04-10,0,789,0
location-st_louis,product-2,2024-03-12,15000,464,0
location-st_louis,product-2,2024-03-13,14536,464,0
location-st_louis,product-2,2024-03-14,14072,464,0
location-st_louis,product-2,2024-03-15,13608,464,0
location-st_louis,product-2,2024-03-16,13144,464,0
location-st_louis,product-2,2024-03-17,12680,464,0
location-st_louis,product-2,2024-03-18,12216,464,0
location-st_louis,product-2,2024-03-19,11752,464,0
location-st_louis,product-2,2024-03-20,11288,464,0
location-st_louis,product-2,2024-03-21,10824,464,0
location-st_louis,product-2,2024-03-22,10360,464,0
location-st_louis,product-2,2024-03-23,9896,464,0
location-st_louis,product-2,2024-03-24,9432,464,0
location-st_louis,product-2,2024-03-25,8968,464,0
location-st_louis,product-2,2024-03-26,8504,464,0
location-st_louis,product-2,2024-03-27,8040,464,0
location-st_louis,product-2,2024-03-28,7576,464,0
location-st_louis,product-2,2024-03-29,7112,464,0
location-st_louis,product-2,2024-03-30,6648,464,0
location-st_louis,product-2,2024-03-31,6184,464,0
location-st_louis,product-2,2024-04-01,5720,464,0
location-st_louis,product-2,2024-04-02,5256,464,0
location-st_louis,product-2,2024-04-03,4792,464,0
location-st_louis,product-2,2024-04-04,4328,464,0
location-st_louis,product-2,2024-04-05,3864,464,0
location-st_louis,product-2,2024-04-06,3400,464,0
location-st_louis,product-2,2024-04-07,2936,464,0
location-st_louis,product-2,2024-04-08,2472,464,0
location-st_louis,product-2,2024-04-09,2008,464,0
location-st_louis,product-2,2024-04-10,1544,464,0
location-st_louis,product-3,2024-03-12,15000,270,0
location-st_louis,product-3,2024-03-13,14730,270,0
location-st_louis,product-3,2024-03-14,14460,270,0
location-st_louis,product-3,2024-03-15,14190,270,0
location-st_louis,product-3,2024-03-16,13920,270,0
location-st_louis,product-3,2024-03-17,13650,270,0
location-st_louis,product-3,2024-03-18,13380,270,0
location-st_louis,product-3,2024-03-19,13110,270,0
location-st_louis,product-3,2024-03-20,12840,270,0
location-st_louis,product-3,2024-03-21,12570,270,0
location-st_louis,product-3,2024-03-22,12300,270,0
location-st_louis,product-3,2024-03-23,12030,270,0
location-st_louis,product-3,2024-03-24,11760,270,0
location-st_louis,product-3,2024-03-25,11490,270,0
location-st_louis,product-3,2024-03-26,11220,270,0
location-st_louis,product-3,2024-03-27,10950,270,0
location-st_louis,product-3,2024-03-28,10680,270,0
location-st_louis,product-3,2024-03-29,10410,270,0
location-st_louis,product-3,2024-03-30,10140,270,0
location-st_louis,product-3,2024-03-31,9870,270,0
location-st_louis,product-3,2024-04-01,9600,270,0
location-st_louis,product-3,2024-04-02,9330,270,0
location-st_louis,product-3,2024-04-03,9060,270,0
location-st_louis,product-3,2024-04-04,8790,270,0
location-st_louis,product-3,2024-04-05,8520,270,0
location-st_louis,product-3,2024-04-06,8250,270,0
location-st_louis,product-3,2024-04-07,7980,270,0
location-st_louis,product-3,2024-04-08,7710,270,0
location-st_louis,product-3,2024-04-09,7440,270,0
location-st_louis,product-3,2024-04-10,7170,270,0
