location_id,product_id,snapshot_date,inventory_quantity,daily_demand,inbound_quantity
location-chicago,product-2,2024-04-03,370,665,0
location-chicago,product-2,2024-04-04,0,665,0
location-chicago,product-2,2024-04-05,0,665,0
location-chicago,product-2,2024-04-06,0,665,0
location-chicago,product-2,2024-04-07,0,665,0
location-chicago,product-2,2024-04-08,0,665,0
location-chicago,product-2,2024-04-09,0,665,0
location-chicago,product-2,2024-04-10,0,665,0
location-chicago,product-3,2024-03-12,15000,593,0
location-chicago,product-3,2024-03-13,14407,593,0
location-chicago,product-3,2024-03-14,13814,593,0
location-chicago,product-3,2024-03-15,13221,593,0
location-chicago,product-3,2024-03-16,12628,593,0
location-chicago,product-3,2024-03-17,12035,593,0
location-chicago,product-3,2024-03-18,11442,593,0
location-chicago,product-3,2024-03-19,10849,593,0
location-chicago,product-3,2024-03-20,10256,593,0
location-chicago,product-3,2024-03-21,9663,593,0
location-chicago,product-3,2024-03-22,9070,593,0
location-chicago,product-3,2024-03-23,8477,593,0
location-chicago,product-3,2024-03-24,7884,593,0
location-chicago,product-3,2024-03-25,7291,593,0
location-chicago,product-3,2024-03-26,6698,593,0
location-chicago,product-3,2024-03-27,6105,593,0
location-chicago,product-3,2024-03-28,5512,593,0
location-chicago,product-3,2024-03-29,4919,593,0
location-chicago,product-3,2024-03-30,4326,593,0
location-chicago,product-3,2024-03-31,3733,593,0
location-chicago,product-3,2024-04-01,3140,593,0
location-chicago,product-3,2024-04-02,2547,593,0
location-chicago,product-3,2024-04-03,1954,593,0
location-chicago,product-3,2024-04-04,1361,593,0
location-chicago,product-3,2024-04-05,768,593,0
location-chicago,product-3,2024-04-06,175,593,0
location-chicago,product-3,2024-04-07,0,593,0
location-chicago,product-3,2024-04-08,0,593,0
location-chicago,product-3,2024-04-09,0,593,0
location-chicago,product-3,2024-04-10,0,593,0
location-houston,product-1,2024-03-12,15000,463,0
location-houston,product-1,2024-03-13,14537,463,0
location-houston,product-1,2024-03-14,14074,463,0
location-houston,product-1,2024-03-15,13611,463,0
location-houston,product-1,2024-03-16,13148,463,0
location-houston,product-1,2024-03-17,12685,463,0
location-houston,product-1,2024-03-18,12222,463,0
location-houston,product-1,2024-03-19,11759,463,0
location-houston,product-1,2024-03-20,11296,463,0
location-houston,product-1,2024-03-21,10833,463,0
location-houston,product-1,2024-03-22,10370,463,0
location-houston,product-1,2024-03-23,9907,463,0
location-houston,product-1,2024-03-24,9444,463,0
location-houston,product-1,2024-03-25,8981,463,0
location-houston,product-1,2024-03-26,8518,463,0
location-houston,product-1,2024-03-27,8055,463,0
location-houston,product-1,2024-03-28,7592,463,0
location-houston,product-1,2024-03-29,7129,463,0
location-houston,product-1,2024-03-30,6666,463,0
location-houston,product-1,2024-03-31,6203,463,0
location-houston,product-1,2024-04-01,5740,463,0
location-houston,product-1,2024-04-02,5277,463,0
location-houston,product-1,2024-04-03,4814,463,0
location-houston,product-1,2024-04-04,4351,463,0
location-houston,product-1,2024-04-05,3888,463,0
location-houston,product-1,2024-04-06,3425,463,0
location-houston,product-1,2024-04-07,2962,463,0
location-houston,product-1,2024-04-08,2499,463,0
location-houston,product-1,2024-04-09,2036,463,0
location-houston,product-1,2024-04-10,1573,463,0
location-houston,product-2,2024-03-12,15000,460,0
location-houston,product-2,2024-03-13,14540,460,0
location-houston,product-2,2024-03-14,14080,460,0
location-houston,product-2,2024-03-15,13620,460,0
location-houston,product-2,2024-03-16,13160,460,0
location-houston,product-2,2024-03-17,12700,460,0
location-houston,product-2,2024-03-18,12240,460,0
location-houston,product-2,2024-03-19,11780,460,0
location-houston,product-2,2024-03-20,11320,460,0
location-houston,product-2,2024-03-21,10860,460,0
location-houston,product-2,2024-03-22,10400,460,0
location-houston,product-2,2024-03-23,9940,460,0
location-houston,product-2,2024-03-24,9480,460,0
location-houston,product-2,2024-03-25,9020,460,0
location-houston,product-2,2024-03-26,8560,460,0
location-houston,product-2,2024-03-27,8100,460,0
location-houston,product-2,2024-03-28,7640,460,0
location-houston,product-2,2024-03-29,7180,460,0
location-houston,product-2,2024-03-30,6720,460,0
location-houston,product-2,2024-03-31,6260,460,0
location-houston,product-2,2024-04-01,5800,460,0
location-houston,product-2,2024-04-02,5340,460,0
location-houston,product-2,2024-04-03,4880,460,0
location-houston,product-2,2024-04-04,4420,460,0
location-houston,product-2,2024-04-05,3960,460,0
location-houston,product-2,2024-04-06,3500,460,0
location-houston,product-2,2024-04-07,3040,460,0
location-houston,product-2,2024-04-08,2580,460,0
location-houston,product-2,2024-04-09,2120,460,0
location-houston,product-2,2024-04-10,1660,460,0
location-houston,product-3,2024-03-12,15000,716,0
location-houston,product-3,2024-03-13,14284,716,0
location-houston,product-3,2024-03-14,13568,716,0
location-houston,product-3,2024-03-15,12852,716,0
location-houston,product-3,2024-03-16,12136,716,0
location-houston,product-3,2024-03-17,11420,716,0
location-houston,product-3,2024-03-18,10704,716,0
location-houston,product-3,2024-03-19,9988,716,0
location-houston,product-3,2024-03-20,9272,716,0
location-houston,product-3,2024-03-21,8556,716,0
location-houston,product-3,2024-03-22,7840,716,0
location-houston,product-3,2024-03-23,7124,716,0
location-houston,product-3,2024-03-24,6408,716,0
location-houston,product-3,2024-03-25,5692,716,0
location-houston,product-3,2024-03-26,4976,716,0
location-houston,product-3,2024-03-27,4260,716,0
location-houston,product-3,2024-03-28,3544,716,0
location-houston,product-3,2024-03-29,2828,716,0
location-houston,product-3,2024-03-30,2112,716,0
location-houston,product-3,2024-03-31,1396,716,0
location-houston,product-3,2024-04-01,680,716,0
location-houston,product-3,2024-04-02,0,716,0
location-houston,product-3,2024-04-03,0,716,0
location-houston,product-3,2024-04-04,0,716,0
location-houston,product-3,2024-04-05,0,716,0
location-houston,product-3,2024-04-06,0,716,0
location-houston,product-3,2024-04-07,0,716,0
location-houston,product-3,2024-04-08,0,716,0
location-houston,product-3,2024-04-09,0,716,0
location-houston,product-3,2024-04-10,0,716,0
location-new_york,product-1,2024-03-12,15000,251,0
location-new_york,product-1,2024-03-13,14749,251,0
location-new_york,product-1,2024-03-14,14498,251,0
location-new_york,product-1,2024-03-15,14247,251,0
location-new_york,product-1,2024-03-16,13996,251,0
location-new_york,product-1,2024-03-17,13745,251,0
location-new_york,product-1,2024-03-18,13494,251,0
location-new_york,product-1,2024-03-19,13243,251,0
location-new_york,product-1,2024-03-20,12992,251,0
location-new_york,product-1,2024-03-21,12741,251,0
location-new_york,product-1,2024-03-22,12490,251,0
location-new_york,product-1,2024-03-23,12239,251,0
location-new_york,product-1,2024-03-24,11988,251,0
location-new_york,product-1,2024-03-25,11737,251,0
location-new_york,product-1,2024-03-26,11486,251,0
location-new_york,product-1,2024-03-27,11235,251,0
location-new_york,product-1,2024-03-28,10984,251,0
location-new_york,product-1,2024-03-29,10733,251,0
location-new_york,product-1,2024-03-30,10482,251,0
location-new_york,product-1,2024-03-31,10231,251,0
location-new_york,product-1,2024-04-01,9980,251,0
location-new_york,product-1,2024-04-02,9729,251,0
location-new_york,product-1,2024-04-03,9478,251,0
location-new_york,product-1,2024-04-04,9227,251,0
location-new_york,product-1,2024-04-05,8976,251,0
location-new_york,product-1,2024-04-06,8725,251,0
location-new_york,product-1,2024-04-07,8474,251,0
location-new_york,product-1,2024-04-08,8223,251,0
location-new_york,product-1,2024-04-09,7972,251,0
location-new_york,product-1,2024-04-10,7721,251,0
location-new_york,product-2,2024-03-12,15000,619,0
location-new_york,product-2,2024-03-13,14381,619,0
location-new_york,product-2,2024-03-14,13762,619,0
location-new_york,product-2,2024-03-15,13143,619,0
location-new_york,product-2,2024-03-16,12524,619,0
location-new_york,product-2,2024-03-17,11905,619,0
location-new_york,product-2,2024-03-18,11286,619,0
location-new_york,product-2,2024-03-19,10667,619,0
location-new_york,product-2,2024-03-20,10048,619,0
location-new_york,product-2,2024-03-21,9429,619,0
location-new_york,product-2,2024-03-22,8810,619,0
location-new_york,product-2,2024-03-23,8191,619,0
location-new_york,product-2,2024-03-24,7572,619,0
location-new_york,product-2,2024-03-25,6953,619,0
location-new_york,product-2,2024-03-26,6334,619,0
location-new_york,product-2,2024-03-27,5715,619,0
location-new_york,product-2,2024-03-28,5096,619,0
location-new_york,product-2,2024-03-29,4477,619,0
location-new_york,product-2,2024-03-30,3858,619,0
location-new_york,product-2,2024-03-31,3239,619,0
location-new_york,product-2,2024-04-01,2620,619,0
location-new_york,product-2,2024-04-02,2001,619,0
location-new_york,product-2,2024-04-03,1382,619,0
location-new_york,product-2,2024-04-04,763,619,0
location-new_york,product-2,2024-04-05,144,619,0
location-new_york,product-2,2024-04-06,0,619,0
location-new_york,product-2,2024-04-07,0,619,0
location-new_york,product-2,2024-04-08,0,619,0
location-new_york,product-2,2024-04-09,0,619,0
location-new_york,product-2,2024-04-10,0,619,0
location-new_york,product-3,2024-03-12,15000,321,0
location-new_york,product-3,2024-03-13,14679,321,0
location-new_york,product-3,2024-03-14,14358,321,0
location-new_york,product-3,2024-03-15,14037,321,0
location-new_york,product-3,2024-03-16,13716,321,0
location-new_york,product-3,2024-03-17,13395,321,0
location-new_york,product-3,2024-03-18,13074,321,0
location-new_york,product-3,2024-03-19,12753,321,0
location-new_york,product-3,2024-03-20,12432,321,0
location-new_york,product-3,2024-03-21,12111,321,0
location-new_york,product-3,2024-03-22,11790,321,0
location-new_york,product-3,2024-03-23,11469,321,0
location-new_york,product-3,2024-03-24,11148,321,0
location-new_york,product-3,2024-03-25,10827,321,0
location-new_york,product-3,2024-03-26,10506,321,0
location-new_york,product-3,2024-03-27,10185,321,0
location-new_york,product-3,2024-03-28,9864,321,0
location-new_york,product-3,2024-03-29,9543,321,0
location-new_york,product-3,2024-03-30,9222,321,0
location-new_york,product-3,2024-03-31,8901,321,0
location-new_york,product-3,2024-04-01,8580,321,0
location-new_york,product-3,2024-04-02,8259,321,0
location-new_york,product-3,2024-04-03,7938,321,0
location-new_york,product-3,2024-04-04,7617,321,0
location-new_york,product-3,2024-04-05,7296,321,0
location-new_york,product-3,2024-04-06,6975,321,0
location-new_york,product-3,2024-04-07,6654,321,0
location-new_york,product-3,2024-04-08,6333,321,0
location-new_york,product-3,2024-04-09,6012,321,0
location-new_york,product-3,2024-04-10,5691,321,0
location-st_louis,product-1,2024-03-12,15000,256,0
location-st_louis,product-1,2024-03-13,14744,256,0
location-st_louis,product-1,2024-03-14,14488,256,0
location-st_louis,product-1,2024-03-15,14232,256,0
location-st_louis,product-1,2024-03-16,13976,256,0
location-st_louis,product-1,2024-03-17,13720,256,0
location-st_louis,product-1,2024-03-18,13464,256,0
location-st_louis,product-1,2024-03-19,13208,256,0
location-st_louis,product-1,2024-03-20,12952,256,0
location-st_louis,product-1,2024-03-21,12696,256,0
location-st_louis,product-1,2024-03-22,12440,256,0
location-st_louis,product-1,2024-03-23,12184,256,0
location-st_louis,product-1,2024-03-24,11928,256,0
location-st_louis,product-1,2024-03-25,11672,256,0
location-st_louis,product-1,2024-03-26,11416,256,0
location-st_louis,product-1,2024-03-27,11160,256,0
location-st_louis,product-1,2024-03-28,10904,256,0
location-st_louis,product-1,2024-03-29,10648,256,0
location-st_louis,product-1,2024-03-30,10392,256,0
location-st_louis,product-1,2024-03-31,10136,256,0
location-st_louis,product-1,2024-04-01,9880,256,0
location-st_louis,product-1,2024-04-02,9624,256,0
location-st_louis,product-1,2024-04-03,9368,256,0
location-st_louis,product-1,2024-04-04,9112,256,0
location-st_louis,product-1,2024-04-05,8856,256,0
location-st_louis,product-1,2024-04-06,8600,256,0
location-st_louis,product-1,2024-04-07,8344,256,0
location-st_louis,product-1,2024-04-08,8088,256,0
location-st_louis,product-1,2024-04-09,7832,256,0
location-st_louis,product-1,2024-04-10,7576,256,0
location-st_louis,product-2,2024-03-12,15000,516,0
location-st_louis,product-2,2024-03-13,14484,516,0
location-st_louis,product-2,2024-03-14,13968,516,0
location-st_louis,product-2,2024-03-15,13452,516,0
location-st_louis,product-2,2024-03-16,12936,516,0
location-st_louis,product-2,2024-03-17,12420,516,0
location-st_louis,product-2,2024-03-18,11904,516,0
location-st_louis,product-2,2024-03-19,11388,516,0
location-st_louis,product-2,2024-03-20,10872,516,0
location-st_louis,product-2,2024-03-21,10356,516,0
location-st_louis,product-2,2024-03-22,9840,516,0
location-st_louis,product-2,2024-03-23,9324,516,0
location-st_louis,product-2,2024-03-24,8808,516,0
location-st_louis,product-2,2024-03-25,8292,516,0
location-st_louis,product-2,2024-03-26,7776,516,0
location-st_louis,product-2,2024-03-27,7260,516,0
location-st_louis,product-2,2024-03-28,6744,516,0
location-st_louis,product-2,2024-03-29,6228,516,0
location-st_louis,product-2,2024-03-30,5712,516,0
location-st_louis,product-2,2024-03-31,5196,516,0
location-st_louis,product-2,2024-04-01,4680,516,0
location-st_louis,product-2,2024-04-02,4164,516,0
location-st_louis,product-2,2024-04-03,3648,516,0
location-st_louis,product-2,2024-04-04,3132,516,0
location-st_louis,product-2,2024-04-05,2616,516,0
location-st_louis,product-2,2024-04-06,2100,516,0
location-st_louis,product-2,2024-04-07,1584,516,0
location-st_louis,product-2,2024-04-08,1068,516,0
location-st_louis,product-2,2024-04-09,552,516,0
location-st_louis,product-2,2024-04-10,36,516,0
location-st_louis,product-3,2024-03-12,15000,786,0
location-st_louis,product-3,2024-03-13,14214,786,0
location-st_louis,product-3,2024-03-14,13428,786,0
location-st_louis,product-3,2024-03-15,12642,786,0
location-st_louis,product-3,2024-03-16,11856,786,0
location-st_louis,product-3,2024-03-17,11070,786,0
location-st_louis,product-3,2024-03-18,10284,786,0
location-st_louis,product-3,2024-03-19,9498,786,0
location-st_louis,product-3,2024-03-20,8712,786,0
location-st_louis,product-3,2024-03-21,7926,786,0
location-st_louis,product-3,2024-03-22,7140,786,0
location-st_louis,product-3,2024-03-23,6354,786,0
location-st_louis,product-3,2024-03-24,5568,786,0
location-st_louis,product-3,2024-03-25,4782,786,0
location-st_louis,product-3,2024-03-26,3996,786,0
location-st_louis,product-3,2024-03-27,3210,786,0
location-st_louis,product-3,2024-03-28,2424,786,0
location-st_louis,product-3,2024-03-29,1638,786,0
location-st_louis,product-3,2024-03-30,852,786,0
location-st_louis,product-3,2024-03-31,66,786,0
location-st_louis,product-3,2024-04-01,0,786,0
location-st_louis,product-3,2024-04-02,0,786,0
location-st_louis,product-3,2024-04-03,0,786,0
location-st_louis,product-3,2024-04-04,0,786,0
location-st_louis,product-3,2024-04-05,0,786,0
location-st_louis,product-3,2024-04-06,0,786,0
location-st_louis,product-3,2024-04-07,0,786,0
location-st_louis,product-3,2024-04-08,0,786,0
location-st_louis,product-3,2024-04-09,0,786,0
location-st_louis,product-3,2024-04-10,0,786,0
